instance,vertices,edges,partitions,runs,best,avg,std,total_time_s
ring_n10p0.1s1,8,11,4,10,2,2.00,0.00,0.071
ring_n10p0.1s5,20,69,10,10,3,3.00,0.00,0.175
ring_n10p0.1s2,16,45,8,10,2,2.00,0.00,0.341
ring_n10p0.2s1,26,124,13,10,3,3.40,0.52,0.343
ring_n10p0.1s3,16,44,8,10,2,2.00,0.00,0.360
ring_n10p0.1s4,28,149,14,10,3,3.40,0.52,0.489
ring_n10p0.3s1,38,270,19,10,4,4.20,0.42,0.977
ring_n10p0.2s2,36,230,18,10,3,3.00,0.00,1.040
ring_n10p0.2s3,30,168,15,10,4,4.00,0.00,1.359
ring_n10p0.2s5,44,355,22,10,5,5.00,0.00,1.502
ring_n10p0.3s3,42,330,21,10,4,4.40,0.52,2.023
ring_n10p0.3s2,54,540,27,10,5,5.00,0.00,2.675
ring_n10p0.2s4,42,337,21,10,4,4.10,0.32,2.725
ring_n10p0.4s1,56,593,28,10,5,5.20,0.42,4.119
ring_n10p0.3s4,52,519,26,10,5,5.10,0.32,4.296
ring_n10p0.4s3,60,688,30,10,5,5.60,0.52,5.945
ring_n10p0.3s5,62,727,31,10,6,6.10,0.32,6.416
ring_n10p0.5s3,78,1179,39,10,7,7.10,0.32,7.568
ring_n10p0.4s4,68,888,34,10,6,6.20,0.42,7.734
ring_n10p0.4s2,72,979,36,10,6,6.30,0.48,8.671
ring_n10p0.5s1,76,1099,38,10,7,7.00,0.00,9.556
ring_n10p0.5s4,76,1114,38,10,7,7.00,0.00,10.693
ring_n10p0.4s5,82,1283,41,10,7,7.50,0.53,12.940
ring_n10p0.5s2,94,1700,47,10,8,8.80,0.63,15.899
ring_n10p0.6s1,98,1837,49,10,8,8.20,0.42,15.853
ring_n10p0.5s5,92,1621,46,10,8,8.40,0.52,17.521
ring_n10p0.6s3,102,2027,51,10,10,10.00,0.00,17.754
ring_n10p0.6s5,102,2002,51,10,9,9.00,0.00,17.907
ring_n15p0.1s1,30,164,15,10,4,4.00,0.00,0.788
ring_n10p0.6s4,104,2084,52,10,8,8.90,0.32,18.720
ring_n15p0.1s2,38,268,19,10,4,4.00,0.00,1.101
ring_n15p0.1s3,52,543,26,10,6,6.80,0.42,2.553
ring_n15p0.1s5,54,557,27,10,6,6.00,0.00,2.872
ring_n15p0.1s4,62,757,31,10,8,8.00,0.00,3.488
ring_n10p0.6s2,106,2170,53,10,9,9.20,0.42,24.695
ring_n10p0.7s5,114,2510,57,10,9,9.20,0.42,23.690
ring_n15p0.2s1,74,1081,37,10,7,7.70,0.48,8.403
ring_n10p0.7s4,132,3388,66,10,11,11.20,0.42,30.205
ring_n10p0.7s1,122,2865,61,10,10,10.10,0.32,32.042
ring_n15p0.2s2,100,1954,50,10,8,9.10,0.57,13.051
ring_n15p0.2s3,90,1620,45,10,9,9.80,0.42,16.138
ring_n15p0.2s4,94,1764,47,10,9,9.30,0.48,18.570
ring_n10p0.7s3,130,3288,65,10,10,11.00,0.47,43.503
ring_n15p0.2s5,106,2198,53,10,10,10.10,0.32,22.481
ring_n10p0.7s2,138,3719,69,10,12,12.10,0.32,49.579
ring_n15p0.3s1,116,2681,58,10,11,11.20,0.42,23.291
ring_n10p0.8s5,138,3716,69,10,11,11.60,0.52,47.834
ring_n10p0.8s3,144,4043,72,10,12,12.40,0.52,50.872
ring_n10p0.8s4,146,4160,73,10,12,12.70,0.48,52.585
ring_n10p0.8s1,146,4148,73,10,11,11.90,0.57,54.630
ring_n10p0.8s2,152,4529,76,10,12,13.20,0.63,59.483
ring_n10p0.9s2,164,5278,82,10,13,13.50,0.53,61.350
ring_n15p0.3s3,130,3365,65,10,13,13.10,0.32,36.516
ring_n15p0.3s4,140,3900,70,10,12,12.70,0.67,40.285
ring_n10p0.9s5,166,5414,83,10,13,13.60,0.52,69.682
ring_n10p0.9s1,162,5144,81,10,13,13.30,0.67,73.891
ring_n10p0.9s3,166,5396,83,10,13,14.10,0.57,74.876
ring_n15p0.3s2,146,4251,73,10,13,13.40,0.52,52.282
ring_n10p0.9s4,164,5255,82,10,13,13.10,0.32,78.018
ring_n15p0.3s5,150,4450,75,10,12,12.80,0.42,58.618
ring_n10p1.0s2,180,6360,90,10,14,14.40,0.52,85.388
ring_n10p1.0s4,180,6360,90,10,14,14.40,0.52,87.472
ring_n10p1.0s3,180,6360,90,10,14,14.40,0.52,90.495
ring_n10p1.0s1,180,6360,90,10,14,14.40,0.52,95.940
ring_n10p1.0s5,180,6360,90,10,14,14.40,0.52,90.351
ring_n15p0.4s3,164,5402,82,10,15,15.90,0.32,69.019
ring_n15p0.4s1,162,5262,81,10,15,15.80,0.42,79.413
ring_n15p0.4s4,180,6459,90,10,15,15.60,0.52,87.312
ring_n15p0.4s2,188,7005,94,10,15,15.60,0.52,95.500
ring_n15p0.4s5,196,7663,98,10,17,17.20,0.42,117.684
ring_n15p0.5s3,208,8724,104,10,19,19.90,0.32,134.577
ring_n15p0.5s4,210,8869,105,10,17,18.20,0.63,143.126
ring_n15p0.5s1,208,8656,104,10,18,18.20,0.42,150.805
ring_n15p0.5s2,226,10167,113,10,18,19.00,0.47,170.256
ring_n15p0.5s5,226,10168,113,10,18,19.00,0.47,175.493
ring_n15p0.6s1,250,12442,125,10,19,20.20,0.63,230.814
ring_n15p0.6s5,252,12682,126,10,22,22.40,0.52,223.951
ring_n20p0.1s1,56,626,28,10,7,7.00,0.00,3.593
ring_n15p0.6s2,258,13266,129,10,20,20.90,0.57,240.111
ring_n15p0.6s3,258,13400,129,10,23,23.60,0.70,242.157
ring_n20p0.1s2,80,1248,40,10,9,9.00,0.00,10.705
ring_n20p0.1s3,90,1590,45,10,8,8.20,0.42,11.361
ring_n20p0.1s5,74,1095,37,10,8,8.40,0.52,8.654
ring_n20p0.1s4,92,1696,46,10,11,11.00,0.00,13.547
ring_n20p0.2s1,128,3281,64,10,10,11.20,0.63,31.644
ring_n15p0.6s4,260,13594,130,10,21,21.90,0.88,276.591
ring_n20p0.2s3,162,5212,81,10,13,14.20,0.63,65.364
ring_n20p0.2s2,172,5954,86,10,15,15.60,0.52,77.620
ring_n20p0.2s4,152,4651,76,10,13,14.30,0.67,64.249
ring_n20p0.2s5,162,5368,81,10,16,16.70,0.82,73.861
ring_n15p0.7s1,288,16601,144,10,22,22.30,0.48,349.941
ring_n15p0.7s5,282,15985,141,10,24,24.70,0.48,334.914
ring_n15p0.7s3,306,18821,153,10,25,25.10,0.32,427.052
ring_n20p0.3s1,218,9509,109,10,18,18.60,0.52,156.300
ring_n15p0.7s4,310,19300,155,10,25,25.30,0.67,462.255
ring_n20p0.3s4,222,10058,111,10,21,21.30,0.48,160.907
ring_n20p0.3s3,234,10951,117,10,18,18.90,0.57,195.171
ring_n15p0.7s2,330,21756,165,10,26,26.20,0.42,528.590
ring_n15p0.8s5,328,21572,164,10,26,27.50,0.85,512.544
ring_n20p0.3s2,246,12308,123,10,24,24.50,0.53,235.494
ring_n15p0.8s1,336,22658,168,10,26,26.30,0.48,559.628
ring_n20p0.3s5,240,11802,120,10,21,22.40,0.70,232.828
ring_n15p0.8s3,338,22942,169,10,27,27.60,0.52,592.642
ring_n15p0.8s4,344,23812,172,10,27,28.00,0.47,603.906
ring_n15p0.8s2,352,24773,176,10,27,27.90,0.57,624.386
ring_n20p0.4s1,306,18772,153,10,25,25.70,0.67,388.850
ring_n15p0.9s1,370,27469,185,10,28,29.00,0.67,775.716
ring_n20p0.4s4,292,17305,146,10,25,25.60,0.52,357.888
ring_n15p0.9s3,380,29067,190,10,30,30.80,0.92,807.134
ring_n20p0.4s3,296,17570,148,10,22,22.90,0.74,398.203
ring_n15p0.9s2,386,29922,193,10,29,30.20,0.63,864.474
ring_n15p0.9s4,380,29043,190,10,30,30.50,0.71,839.060
ring_n20p0.4s2,318,20693,159,10,28,29.20,0.63,497.236
ring_n15p0.9s5,392,30925,196,10,30,31.10,0.57,892.515
ring_n20p0.4s5,330,22257,165,10,30,30.80,0.63,556.900
ring_n15p1.0s1,420,35490,210,10,31,32.80,0.92,1088.224
ring_n15p1.0s2,420,35490,210,10,31,32.80,0.92,1103.079
ring_n15p1.0s3,420,35490,210,10,31,32.80,0.92,1117.574
ring_n15p1.0s4,420,35490,210,10,31,32.80,0.92,1106.671
ring_n20p0.5s4,358,26018,179,10,29,29.80,0.42,709.363
ring_n15p1.0s5,420,35490,210,10,31,32.80,0.92,1115.460
ring_n20p0.5s3,380,29061,190,10,28,30.10,1.20,854.451
ring_n20p0.5s1,392,30924,196,10,33,34.20,0.79,910.033
ring_n20p0.5s2,396,32151,198,10,34,35.00,0.47,951.411
ring_n20p0.5s5,390,31090,195,10,34,34.80,0.42,947.528
ring_n20p0.6s5,440,39445,220,10,37,37.40,0.70,1318.005
ring_n20p0.6s1,458,42316,229,10,37,38.30,0.95,1478.647
ring_n20p0.6s4,452,41530,226,10,36,36.60,0.52,1429.753
ring_n20p0.6s3,456,41906,228,10,36,36.20,0.42,1480.586
ring_n20p0.6s2,464,44107,232,10,39,39.90,0.32,1563.986
ring_n20p0.7s5,518,54784,259,10,42,42.70,0.67,2105.880
ring_n20p0.7s1,536,58142,268,10,42,43.40,0.97,2360.828
ring_n20p0.7s3,534,57579,267,10,42,42.90,0.57,2334.812
ring_n20p0.7s4,536,58373,268,10,42,43.20,0.63,2340.415
ring_n20p0.7s2,580,68658,290,10,47,48.80,0.92,3002.926
ring_n20p0.8s1,614,76568,307,10,49,50.20,1.03,3578.170
ring_n20p0.8s3,614,76290,307,10,48,48.70,0.67,3507.109
ring_n20p0.8s5,602,73890,301,10,48,49.80,1.14,3315.304
ring_n20p0.8s2,624,79501,312,10,52,53.20,1.03,3634.685
ring_n20p0.8s4,610,75741,305,10,49,49.90,0.88,3559.759
ring_n20p0.9s1,672,91739,336,10,52,54.40,1.26,4131.525
ring_n20p0.9s4,686,95789,343,10,56,56.40,0.52,4368.494
ring_n20p0.9s3,686,95572,343,10,54,55.60,0.97,4392.854
ring_n20p0.9s2,696,98814,348,10,57,57.60,0.84,4590.649
ring_n20p0.9s5,706,101600,353,10,58,58.60,0.70,4867.191
ring_n20p1.0s3,760,117420,380,10,59,61.40,1.26,5542.975
ring_n20p1.0s2,760,117420,380,10,59,61.40,1.26,5652.140
ring_n20p1.0s1,760,117420,380,10,59,61.40,1.26,5744.310
ring_n20p1.0s4,760,117420,380,10,59,61.40,1.26,5698.722
ring_n20p1.0s5,760,117420,380,10,59,61.40,1.26,5362.791
nsf_p0.1_s1,16,16,12,10,2,2.00,0.00,0.554
nsf_p0.1_s5,27,30,20,10,2,2.00,0.00,0.716
nsf_p0.1_s2,22,27,16,10,2,2.00,0.00,1.217
nsf_p0.1_s3,29,40,23,10,3,3.00,0.00,2.719
nsf_p0.2_s1,37,69,31,10,4,4.00,0.00,4.027
nsf_p0.1_s4,38,67,30,10,3,3.00,0.00,4.061
nsf_p0.2_s3,51,130,40,10,4,4.00,0.00,5.377
nsf_p0.2_s4,57,176,40,10,4,4.00,0.00,6.546
nsf_p0.2_s2,52,128,44,10,4,4.00,0.00,8.658
nsf_p0.2_s5,66,242,44,10,4,4.00,0.00,9.546
nsf_p0.3_s1,63,220,49,10,5,5.00,0.00,12.016
nsf_p0.3_s3,80,366,58,10,6,6.00,0.00,19.159
nsf_p0.3_s4,80,397,59,10,6,6.00,0.00,23.035
nsf_p0.3_s2,87,452,64,10,5,5.10,0.32,24.357
nsf_p0.3_s5,85,363,63,10,5,5.00,0.00,24.687
nsf_p0.4_s1,91,527,66,10,6,6.00,0.00,27.556
nsf_p0.4_s4,99,559,76,10,7,7.00,0.00,42.868
nsf_p0.4_s3,101,606,73,10,6,6.20,0.42,43.133
nsf_p0.4_s2,112,739,82,10,7,7.00,0.00,52.094
nsf_p0.5_s1,124,999,87,10,8,8.00,0.00,53.451
nsf_p0.4_s5,112,741,80,10,6,6.30,0.48,55.024
nsf_p0.5_s4,118,803,89,10,7,7.70,0.48,59.926
nsf_p0.5_s5,132,1071,93,10,7,7.00,0.00,68.899
nsf_p0.5_s3,122,848,92,10,7,7.20,0.42,74.892
nsf_p0.5_s2,130,1017,99,10,8,8.00,0.00,80.967
nsf_p0.6_s3,153,1371,112,10,9,9.00,0.00,106.274
nsf_p0.6_s5,139,1184,103,10,9,9.00,0.00,106.687
nsf_p0.6_s1,149,1475,107,10,9,9.00,0.00,117.440
nsf_p0.6_s2,154,1409,113,10,9,9.90,0.32,118.373
nsf_p0.6_s4,161,1613,113,10,9,9.00,0.00,133.870
nsf_p0.7_s5,159,1606,118,10,9,9.10,0.32,143.009
nsf_p0.7_s1,180,2117,124,10,10,10.00,0.00,178.303
nsf_p0.7_s3,177,1925,131,10,10,10.00,0.00,178.263
nsf_p0.7_s4,187,2151,135,10,11,11.00,0.00,185.022
nsf_p0.7_s2,202,2670,144,10,11,11.20,0.42,223.156
nsf_p0.8_s5,184,2014,139,10,11,11.00,0.00,214.579
nsf_p0.8_s3,208,2692,147,10,11,11.10,0.32,218.134
nsf_p0.8_s4,209,2821,147,10,11,11.00,0.00,233.042
nsf_p0.8_s1,201,2549,147,10,11,11.00,0.00,249.162
nsf_p0.8_s2,221,3115,153,10,11,11.60,0.52,250.940
nsf_p0.9_s1,216,2921,161,10,12,12.00,0.00,278.179
nsf_p0.9_s3,217,2849,166,10,12,12.00,0.00,284.268
nsf_p0.9_s4,226,3118,165,10,12,12.10,0.32,288.211
nsf_p0.9_s2,231,3324,167,10,12,12.00,0.00,307.696
nsf_p0.9_s5,234,3379,169,10,12,12.10,0.32,300.483
nsf_p1.0_s1,250,3948,182,10,13,13.60,0.52,343.429
nsf_p1.0_s3,238,3419,182,10,13,13.30,0.48,339.115
nsf_p1.0_s2,251,3973,182,10,13,13.70,0.48,352.136
nsf_p1.0_s4,257,4261,182,10,14,14.00,0.00,350.503
nsf_p1.0_s5,248,3827,182,10,13,13.00,0.00,329.583
n20p5t2s4,20,94,10,10,3,3.00,0.00,0.609
n20p5t2s1,20,98,10,10,3,3.00,0.00,0.617
n20p5t2s5,20,102,10,10,3,3.00,0.00,0.650
n20p5t2s2,20,100,10,10,3,3.00,0.00,0.689
n20p5t2s3,20,96,10,10,3,3.00,0.00,0.697
n40p5t2s1,40,402,20,10,4,4.00,0.00,2.265
n40p5t2s4,40,397,20,10,4,4.20,0.42,2.304
n40p5t2s5,40,420,20,10,4,4.80,0.42,2.420
n40p5t2s3,40,387,20,10,4,4.40,0.52,2.527
n40p5t2s2,40,398,20,10,4,4.90,0.32,3.278
n60p5t2s2,60,872,30,10,6,6.00,0.00,5.220
n70p5t2s3,70,1200,35,10,6,6.90,0.32,5.885
n60p5t2s4,60,884,30,10,6,6.00,0.00,6.801
n60p5t2s3,60,881,30,10,6,6.00,0.00,7.986
n60p5t2s1,60,909,30,10,6,6.10,0.32,8.249
n60p5t2s5,60,907,30,10,6,6.00,0.00,7.997
n70p5t2s4,70,1194,35,10,6,6.40,0.52,9.772
n70p5t2s2,70,1189,35,10,6,6.70,0.48,10.101
n70p5t2s1,70,1241,35,10,7,7.00,0.00,11.072
n70p5t2s5,70,1228,35,10,6,6.90,0.32,9.815
n90p1t2s1,90,404,45,10,3,3.00,0.00,9.390
n80p5t2s3,80,1589,40,10,7,7.70,0.48,13.762
n80p5t2s1,80,1592,40,10,7,7.20,0.42,14.014
n90p1t2s4,90,391,45,10,3,3.00,0.00,9.006
n80p5t2s2,80,1547,40,10,7,7.40,0.52,15.605
n90p1t2s2,90,402,45,10,3,3.00,0.00,11.301
n100p5t2s5,100,2500,50,10,9,9.00,0.00,18.591
n80p5t2s5,80,1616,40,10,7,7.60,0.52,13.430
n80p5t2s4,80,1580,40,10,7,7.80,0.42,16.184
n100p5t2s4,100,2442,50,10,8,8.90,0.32,19.748
n90p1t2s3,90,427,45,10,3,3.00,0.00,13.260
n90p2t2s3,90,838,45,10,4,4.00,0.00,10.149
n90p1t2s5,90,444,45,10,3,3.00,0.00,13.772
n90p2t2s1,90,786,45,10,4,4.00,0.00,12.563
n90p2t2s2,90,801,45,10,4,4.00,0.00,13.157
n100p5t2s2,100,2428,50,10,8,8.90,0.32,24.451
n90p2t2s4,90,777,45,10,4,4.00,0.00,13.099
n100p5t2s3,100,2513,50,10,9,9.00,0.00,25.670
n100p5t2s1,100,2494,50,10,8,8.90,0.32,26.259
n120p5t2s1,120,3593,60,10,10,10.00,0.00,28.623
n90p2t2s5,90,827,45,10,4,4.00,0.00,13.207
n90p3t2s4,90,1171,45,10,5,5.00,0.00,12.400
n90p3t2s2,90,1202,45,10,5,5.00,0.00,14.454
n90p3t2s3,90,1246,45,10,6,6.00,0.00,13.910
n120p5t2s4,120,3536,60,10,10,10.00,0.00,31.511
n90p3t2s5,90,1236,45,10,5,5.50,0.53,13.761
n120p5t2s3,120,3613,60,10,10,10.60,0.52,33.219
n90p4t2s2,90,1571,45,10,6,6.70,0.48,14.543
n90p3t2s1,90,1183,45,10,5,5.30,0.48,17.093
n90p4t2s4,90,1604,45,10,6,6.90,0.32,14.683
n90p4t2s5,90,1643,45,10,7,7.00,0.00,13.589
n120p5t2s5,120,3623,60,10,10,10.40,0.52,34.905
n90p4t2s1,90,1597,45,10,7,7.00,0.00,17.553
n90p4t2s3,90,1627,45,10,7,7.00,0.00,17.026
n90p5t2s2,90,1963,45,10,7,7.90,0.32,15.257
n120p5t2s2,120,3544,60,10,10,10.00,0.00,38.022
n90p5t2s1,90,2019,45,10,8,8.00,0.00,16.561
n90p5t2s4,90,2014,45,10,8,8.00,0.00,16.079
n90p6t2s3,90,2449,45,10,10,10.00,0.00,14.291
n90p5t2s5,90,2057,45,10,8,8.60,0.52,16.521
n90p6t2s1,90,2447,45,10,9,9.90,0.32,17.687
n90p5t2s3,90,2045,45,10,8,8.00,0.00,20.037
n90p6t2s2,90,2382,45,10,9,9.90,0.32,18.154
n90p6t2s5,90,2458,45,10,10,10.10,0.32,16.427
n90p6t2s4,90,2407,45,10,9,9.60,0.52,17.621
n90p7t2s2,90,2797,45,10,11,11.90,0.32,16.563
n90p7t2s1,90,2845,45,10,11,11.90,0.32,17.187
n90p8t2s1,90,3257,45,10,14,14.40,0.52,14.576
n90p7t2s4,90,2821,45,10,11,11.70,0.48,17.852
n90p8t2s2,90,3188,45,10,13,13.90,0.32,16.537
n90p7t2s5,90,2834,45,10,11,11.90,0.57,18.245
n90p7t2s3,90,2831,45,10,12,12.10,0.32,19.099
n90p8t2s5,90,3226,45,10,13,14.30,0.67,15.566
n90p8t2s4,90,3213,45,10,13,14.20,0.63,16.086
n90p9t2s2,90,3614,45,10,17,17.80,0.42,14.673
n90p8t2s3,90,3274,45,10,14,14.50,0.53,17.434
n90p9t2s5,90,3634,45,10,17,17.50,0.53,12.985
n90p9t2s1,90,3631,45,10,18,18.60,0.52,16.341
n90p9t2s3,90,3615,45,10,18,18.30,0.48,15.201
n90p9t2s4,90,3619,45,10,16,17.80,0.92,15.130
